"Date","Price","Open","High","Low","Vol.","Change %"
"07/18/2017","79,819","79,427","80,097","79,316","","0.56%"
"07/17/2017","79,376","79,169","79,551","79,094","","0.36%"
"07/14/2017","79,091","78,484","79,397","78,310","","0.80%"
"07/13/2017","78,465","78,660","78,939","78,403","","-0.19%"
"07/12/2017","78,617","78,608","79,045","78,371","","0.07%"
"07/11/2017","78,564","78,295","78,619","77,959","","0.42%"
"07/10/2017","78,238","78,416","78,460","77,754","","-0.14%"
"07/07/2017","78,347","79,298","79,351","78,023","","-1.16%"
"07/06/2017","79,266","79,506","79,660","79,126","","-0.26%"
"07/05/2017","79,475","79,292","79,642","78,890","","0.27%"
"07/04/2017","79,259","79,218","79,593","79,146","","0.16%"
"07/03/2017","79,128","80,242","80,319","79,020","","-1.34%"
"06/30/2017","80,200","80,550","80,810","80,107","","-0.39%"
"06/29/2017","80,516","80,612","80,886","80,169","","-0.03%"
"06/28/2017","80,542","80,398","81,017","80,398","","0.19%"
"06/27/2017","80,392","80,186","80,796","79,982","","0.30%"
"06/26/2017","80,155","81,133","81,173","79,704","","-1.07%"
"06/23/2017","81,020","80,796","81,261","80,733","","0.34%"
"06/22/2017","80,748","80,440","81,051","80,414","","0.42%"
"06/21/2017","80,408","80,226","80,621","80,058","","0.25%"
"06/20/2017","80,205","80,183","80,569","80,108","","0.09%"
"06/19/2017","80,136","80,827","80,946","80,165","","-0.78%"
"06/16/2017","80,770","80,965","81,141","80,774","","-0.17%"
"06/15/2017","80,908","81,020","81,381","80,805","","-0.11%"
"06/14/2017","80,999","81,467","82,199","80,742","","-0.52%"
"06/13/2017","81,426","81,612","81,730","81,065","","-0.16%"
"06/12/2017","81,556","81,405","81,870","81,347","","0.24%"
"06/09/2017","81,359","82,131","82,330","81,238","","-0.85%"
"06/08/2017","82,059","82,950","82,994","81,699","","-0.99%"
"06/07/2017","82,880","83,372","83,457","82,649","","-0.55%"
"06/06/2017","83,337","82,365","83,512","82,335","","1.23%"
"06/05/2017","82,323","82,414","82,617","82,222","","-0.10%"
"06/02/2017","82,405","81,636","82,450","81,082","","1.08%"
"06/01/2017","81,528","81,856","81,973","81,283","","-0.33%"
"05/31/2017","81,798","81,628","82,205","81,281","","0.25%"
"05/30/2017","81,596","81,788","82,076","81,422","","-0.18%"
"05/29/2017","81,740","81,754","81,872","81,644","","0.03%"
"05/26/2017","81,712","81,055","81,929","80,881","","0.84%"
"05/25/2017","81,033","81,500","81,606","80,934","","-0.52%"
"05/24/2017","81,459","81,196","81,565","80,919","","0.40%"
"05/23/2017","81,137","81,316","81,932","81,149","","-0.14%"
"05/22/2017","81,249","81,097","81,506","80,710","","0.27%"
"05/19/2017","81,033","80,909","81,422","80,698","","0.20%"
"05/18/2017","80,871","80,897","82,060","80,671","","0.07%"
"05/17/2017","80,814","79,259","80,897","79,179","","2.08%"
"05/16/2017","79,167","78,845","79,388","78,822","","0.50%"
"05/15/2017","78,776","78,916","79,272","78,712","","-0.16%"
"05/12/2017","78,905","78,886","79,159","78,796","","0.08%"
"05/11/2017","78,842","78,776","79,116","78,558","","0.14%"
"05/10/2017","78,729","78,988","79,219","78,613","","-0.29%"
"05/09/2017","78,956","78,933","79,322","78,521","","0.11%"
"05/08/2017","78,868","78,815","79,513","78,799","","-0.08%"
"05/05/2017","78,934","78,856","79,520","78,771","","0.17%"
"05/04/2017","78,797","79,454","79,698","78,722","","-0.77%"
"05/03/2017","79,406","80,636","80,669","79,316","","-1.51%"
"05/02/2017","80,623","80,756","80,833","80,387","","-0.13%"
"05/01/2017","80,728","81,552","81,742","80,586","","-0.91%"
"04/28/2017","81,472","81,051","81,607","80,981","","0.58%"
"04/27/2017","81,003","81,373","81,439","80,855","","-0.41%"
"04/26/2017","81,333","81,291","81,514","80,772","","0.08%"
"04/25/2017","81,266","82,333","82,443","81,159","","-1.17%"
"04/24/2017","82,230","82,106","82,599","81,631","","-0.91%"
"04/21/2017","82,985","82,833","83,322","82,564","","0.23%"
"04/20/2017","82,794","82,769","82,948","82,490","","0.15%"
"04/19/2017","82,669","83,330","83,405","82,413","","-0.73%"
"04/18/2017","83,273","82,853","83,514","82,596","","0.59%"
"04/17/2017","82,786","83,363","83,544","82,622","","-0.07%"
"04/14/2017","82,843","82,963","83,049","82,827","","-0.12%"
"04/13/2017","82,945","83,230","83,344","82,563","","-0.30%"
"04/12/2017","83,198","82,254","83,283","82,201","","1.16%"
"04/11/2017","82,241","81,062","82,358","80,922","","1.53%"
"04/10/2017","81,005","80,605","81,202","80,446","","0.50%"
"04/07/2017","80,599","80,886","82,076","80,496","","-0.29%"
"04/06/2017","80,836","81,453","81,689","80,686","","-0.72%"
"04/05/2017","81,425","81,755","81,847","80,685","","-0.33%"
"04/04/2017","81,693","81,449","81,980","81,449","","0.37%"
"04/03/2017","81,392","80,965","81,572","80,796","","0.51%"
"03/31/2017","80,979","80,641","81,129","80,416","","0.47%"
"03/30/2017","80,602","81,221","81,349","80,585","","-0.72%"
"03/29/2017","81,189","81,399","81,458","81,021","","-0.23%"
"03/28/2017","81,374","81,510","81,861","81,154","","-0.10%"
"03/27/2017","81,459","81,652","82,327","81,406","","0.14%"
"03/24/2017","81,345","81,491","81,925","81,213","","-0.13%"
"03/23/2017","81,447","81,775","82,066","81,329","","-0.31%"
"03/22/2017","81,702","81,317","81,901","81,273","","0.52%"
"03/21/2017","81,278","80,621","81,561","80,170","","0.90%"
"03/20/2017","80,549","80,510","80,864","80,440","","0.16%"
"03/17/2017","80,422","80,225","80,663","80,063","","0.33%"
"03/16/2017","80,158","80,061","80,665","79,916","","0.20%"
"03/15/2017","79,999","78,870","80,218","78,626","","1.53%"
"03/14/2017","78,790","79,684","79,778","78,744","","-1.06%"
"03/13/2017","79,632","80,230","80,631","79,550","","-0.63%"
"03/10/2017","80,133","80,088","80,318","79,633","","0.12%"
"03/09/2017","80,037","80,655","80,745","79,977","","-0.72%"
"03/08/2017","80,621","80,999","81,230","80,549","","-0.45%"
"03/07/2017","80,989","81,724","81,834","80,879","","-0.82%"
"03/06/2017","81,658","82,337","82,609","81,616","","-0.88%"
"03/03/2017","82,384","82,437","82,578","81,664","","-0.01%"
"03/02/2017","82,389","83,548","83,598","82,208","","-1.32%"
"03/01/2017","83,490","83,298","83,646","82,678","","0.30%"
"02/28/2017","83,240","83,544","83,938","83,201","","-0.37%"
"02/27/2017","83,545","83,830","84,320","83,427","","-0.20%"
"02/24/2017","83,712","83,316","83,985","83,198","","0.52%"
"02/23/2017","83,283","82,857","83,458","82,579","","0.64%"
"02/22/2017","82,754","82,790","83,092","82,485","","0.04%"
"02/21/2017","82,722","82,817","83,057","82,079","","-0.11%"
"02/20/2017","82,816","82,865","83,072","82,532","","-0.02%"
"02/17/2017","82,834","83,136","83,482","82,822","","-0.29%"
"02/16/2017","83,077","82,496","83,362","82,398","","0.83%"
"02/15/2017","82,393","82,120","82,501","81,497","","0.40%"
"02/14/2017","82,062","82,056","82,500","81,723","","0.08%"
"02/13/2017","81,995","82,370","82,540","81,738","","-0.55%"
"02/10/2017","82,448","82,018","82,686","81,592","","0.52%"
"02/09/2017","82,021","83,232","83,335","81,991","","-1.50%"
"02/08/2017","83,268","83,058","83,478","82,833","","0.34%"
"02/07/2017","82,983","83,036","83,256","82,751","","0.01%"
"02/06/2017","82,975","81,978","83,058","81,907","","1.26%"
"02/03/2017","81,940","81,718","82,087","81,275","","0.31%"
"02/02/2017","81,684","81,535","82,502","81,452","","0.22%"
"02/01/2017","81,508","81,754","81,978","80,803","","-0.19%"
"01/31/2017","81,660","81,069","82,115","80,978","","0.76%"
"01/30/2017","81,045","81,155","81,434","80,720","","-0.06%"
"01/27/2017","81,098","81,028","81,173","80,363","","0.13%"
"01/26/2017","80,989","81,599","81,768","80,786","","-0.70%"
"01/25/2017","81,563","82,390","82,501","81,277","","-0.96%"
"01/24/2017","82,350","82,902","83,048","82,227","","-0.61%"
"01/23/2017","82,856","82,359","83,030","82,352","","0.68%"
"01/20/2017","82,294","82,044","82,740","81,732","","0.35%"
"01/19/2017","82,007","82,171","82,281","81,538","","-0.11%"
"01/18/2017","82,094","82,570","82,840","82,013","","-0.54%"
"01/17/2017","82,538","81,939","82,846","81,906","","0.78%"
"01/16/2017","81,902","81,642","82,294","81,642","","0.36%"
"01/13/2017","81,605","81,473","81,871","81,008","","0.21%"
"01/12/2017","81,434","81,384","82,147","81,338","","0.14%"
"01/11/2017","81,324","81,142","81,751","80,582","","0.27%"
"01/10/2017","81,107","80,436","81,228","80,410","","0.89%"
"01/09/2017","80,394","79,887","80,844","79,876","","0.68%"
"01/06/2017","79,851","79,933","80,321","79,747","","-0.05%"
"01/05/2017","79,890","78,958","80,302","78,939","","1.22%"
"01/04/2017","78,926","79,134","79,607","78,845","","-0.19%"
"01/03/2017","79,075","78,513","79,580","78,282","","0.77%"
"01/02/2017","78,472","78,273","78,623","78,233","","0.30%"
"12/30/2016","78,235","78,662","79,042","78,087","","-0.49%"
"12/29/2016","78,617","77,895","78,764","77,835","","1.02%"
"12/28/2016","77,823","77,421","78,115","77,392","","0.61%"
"12/27/2016","77,350","76,932","78,163","76,706","","0.72%"
"12/26/2016","76,799","76,897","76,952","76,771","","-0.07%"
"12/23/2016","76,855","76,576","77,109","76,536","","0.46%"
"12/22/2016","76,506","76,674","77,051","76,521","","-0.16%"
"12/21/2016","76,627","76,885","77,259","76,630","","-0.28%"
"12/20/2016","76,840","77,257","77,348","76,609","","-0.51%"
"12/19/2016","77,234","76,944","77,518","76,932","","0.39%"
"12/16/2016","76,932","76,568","77,426","76,396","","0.49%"
"12/15/2016","76,560","77,118","77,507","76,234","","-0.67%"
"12/14/2016","77,079","78,080","78,688","76,903","","-1.24%"
"12/13/2016","78,050","78,381","78,576","77,934","","-0.37%"
"12/12/2016","78,339","78,121","78,573","77,783","","0.30%"
"12/09/2016","78,101","78,920","79,117","78,068","","-1.18%"
"12/08/2016","79,033","79,177","79,581","78,823","","-0.11%"
"12/07/2016","79,123","79,263","79,810","79,062","","-0.12%"
"12/06/2016","79,221","79,640","80,023","79,040","","-0.48%"
"12/05/2016","79,600","80,061","80,816","78,886","","-0.57%"
"12/02/2016","80,059","79,948","80,450","79,635","","0.16%"
"12/01/2016","79,930","80,488","80,637","79,424","","-0.66%"
"11/30/2016","80,464","81,539","82,017","80,281","","-1.26%"
"11/29/2016","81,493","81,831","81,960","81,167","","-0.32%"
"11/28/2016","81,757","81,087","82,296","81,087","","0.89%"
"11/25/2016","81,037","81,406","81,725","80,387","","-0.38%"
"11/24/2016","81,346","81,724","81,852","81,275","","-0.38%"
"11/23/2016","81,653","82,916","83,261","81,400","","-1.48%"
"11/22/2016","82,876","82,824","83,330","82,585","","0.12%"
"11/21/2016","82,781","82,417","82,960","82,197","","0.46%"
"11/18/2016","82,404","82,755","82,804","82,000","","-0.37%"
"11/17/2016","82,707","83,224","83,580","82,373","","-0.59%"
"11/16/2016","83,201","83,291","83,656","83,040","","-0.05%"
"11/15/2016","83,246","82,772","83,360","82,651","","0.61%"
"11/14/2016","82,740","82,979","83,298","81,982","","-0.04%"
"11/11/2016","82,773","84,210","85,084","82,392","","-1.66%"
"11/10/2016","84,168","85,013","85,848","83,743","","-0.93%"
"11/09/2016","84,961","84,492","89,489","84,108","","0.59%"
"11/08/2016","84,464","85,541","85,832","84,431","","-1.20%"
"11/07/2016","85,494","87,118","87,118","85,305","","-1.81%"
"11/04/2016","87,068","86,838","87,222","86,375","","0.31%"
"11/03/2016","86,803","86,594","87,183","85,801","","0.31%"
"11/02/2016","86,534","85,921","87,308","85,851","","0.76%"
"11/01/2016","85,882","85,183","86,232","85,043","","0.84%"
"10/31/2016","85,163","85,229","85,476","84,797","","-0.04%"
"10/28/2016","85,194","84,858","85,813","84,333","","0.47%"
"10/27/2016","84,799","84,713","85,041","84,605","","0.14%"
"10/26/2016","84,676","85,129","85,294","84,508","","-0.48%"
"10/25/2016","85,082","84,529","85,322","84,410","","0.71%"
"10/24/2016","84,483","84,772","85,052","84,349","","-0.29%"
"10/21/2016","84,732","84,600","84,935","84,353","","0.19%"
"10/20/2016","84,567","84,596","85,080","84,505","","0.01%"
"10/19/2016","84,561","84,282","84,884","84,074","","0.41%"
"10/18/2016","84,220","83,880","84,385","83,793","","0.43%"
"10/17/2016","83,861","83,434","84,011","83,404","","0.57%"
"10/14/2016","83,384","84,035","84,116","83,234","","-0.71%"
"10/13/2016","83,981","83,890","84,444","83,720","","0.19%"
"10/12/2016","83,819","83,737","84,065","83,487","","0.13%"
"10/11/2016","83,713","83,783","84,151","83,406","","-0.01%"
"10/10/2016","83,725","83,716","84,251","83,593","","0.06%"
"10/07/2016","83,671","83,686","84,312","82,681","","0.04%"
"10/06/2016","83,640","84,329","84,595","83,362","","-0.76%"
"10/05/2016","84,278","84,484","84,955","83,975","","-0.19%"
"10/04/2016","84,435","87,314","87,394","84,366","","-3.24%"
"10/03/2016","87,258","87,584","87,841","87,070","","-0.35%"
"09/30/2016","87,561","88,210","88,588","87,489","","-0.71%"
"09/29/2016","88,191","87,671","88,575","87,646","","0.62%"
"09/28/2016","87,649","88,170","88,232","87,632","","-0.53%"
"09/27/2016","88,117","89,128","89,358","88,107","","-1.09%"
"09/26/2016","89,085","89,227","89,423","88,936","","-0.11%"
"09/23/2016","89,187","89,111","89,356","88,894","","0.15%"
"09/22/2016","89,053","89,251","89,520","88,791","","-0.15%"
"09/21/2016","89,186","88,076","89,422","87,856","","1.31%"
"09/20/2016","88,030","87,972","88,288","87,900","","0.09%"
"09/19/2016","87,946","87,897","88,265","87,770","","0.10%"
"09/16/2016","87,860","87,905","88,147","87,664","","-0.02%"
"09/15/2016","87,879","88,372","88,777","87,611","","-0.51%"
"09/14/2016","88,333","88,562","88,777","88,265","","-0.22%"
"09/13/2016","88,526","88,603","89,068","88,299","","-0.04%"
"09/12/2016","88,558","88,854","89,062","88,188","","-0.26%"
"09/09/2016","88,788","89,185","89,321","88,773","","-0.39%"
"09/08/2016","89,135","89,429","89,646","88,909","","-0.29%"
"09/07/2016","89,391","89,470","89,808","89,120","","-0.03%"
"09/06/2016","89,422","88,103","89,630","88,051","","1.51%"
"09/05/2016","88,095","88,455","88,526","88,016","","-0.38%"
"09/02/2016","88,431","87,762","88,630","87,534","","0.79%"
"09/01/2016","87,736","87,663","88,006","87,227","","0.14%"
"08/31/2016","87,617","88,042","88,335","87,419","","-0.43%"
"08/30/2016","87,993","88,819","88,946","87,886","","-0.87%"
"08/29/2016","88,769","88,710","89,018","88,319","","0.13%"
"08/26/2016","88,651","88,590","89,718","88,359","","0.10%"
"08/25/2016","88,558","88,942","89,125","88,352","","-0.33%"
"08/24/2016","88,855","89,763","90,000","88,828","","-0.98%"
"08/23/2016","89,737","89,985","90,173","89,634","","-0.22%"
"08/22/2016","89,939","89,986","90,235","89,397","","-0.12%"
"08/19/2016","90,050","90,376","90,495","89,805","","-0.32%"
"08/18/2016","90,342","90,231","90,679","89,884","","0.19%"
"08/17/2016","90,170","89,994","90,446","89,542","","0.22%"
"08/16/2016","89,974","89,556","90,613","89,556","","0.53%"
"08/15/2016","89,497","89,404","89,885","89,331","","0.16%"
"08/12/2016","89,355","89,369","90,585","89,149","","0.03%"
"08/11/2016","89,325","89,910","90,349","89,171","","-0.61%"
"08/10/2016","89,871","89,524","90,488","89,509","","0.43%"
"08/09/2016","89,485","89,217","89,662","88,998","","0.34%"
"08/08/2016","89,184","89,285","89,458","88,808","","-0.09%"
"08/05/2016","89,268","90,983","91,257","89,198","","-1.84%"
"08/04/2016","90,942","90,690","91,264","90,282","","0.33%"
"08/03/2016","90,647","90,939","91,497","90,563","","-0.26%"
"08/02/2016","90,887","90,350","91,202","89,948","","0.64%"
"08/01/2016","90,309","89,982","90,478","89,743","","0.37%"
"07/29/2016","89,974","89,516","90,434","89,198","","0.55%"
"07/28/2016","89,485","89,867","90,208","89,252","","-0.38%"
"07/27/2016","89,830","88,885","90,045","88,533","","1.10%"
"07/26/2016","88,849","88,688","89,176","88,558","","0.23%"
"07/25/2016","88,644","88,797","89,166","88,178","","-0.13%"
"07/22/2016","88,759","89,387","89,598","88,560","","-0.66%"
"07/21/2016","89,352","88,384","89,601","88,061","","1.13%"
"07/20/2016","88,353","89,504","89,775","88,159","","-1.26%"
"07/19/2016","89,484","89,212","89,675","89,057","","0.35%"
"07/18/2016","89,170","89,765","89,765","88,850","","-0.68%"
"07/15/2016","89,784","89,236","89,941","88,655","","0.66%"
"07/14/2016","89,196","89,979","90,279","88,323","","-0.84%"
"07/13/2016","89,952","89,254","90,315","88,921","","0.93%"
"07/12/2016","89,127","91,014","91,216","89,181","","-2.00%"
"07/11/2016","90,948","91,766","92,323","90,728","","-0.85%"
"07/08/2016","91,725","91,833","91,991","90,407","","-0.07%"
"07/07/2016","91,793","91,932","92,461","91,064","","-0.12%"
"07/06/2016","91,902","91,455","92,860","91,448","","0.54%"
"07/05/2016","91,406","90,847","91,563","90,093","","0.64%"
"07/04/2016","90,821","90,209","91,292","89,923","","0.75%"
"07/01/2016","90,149","89,259","90,352","89,172","","1.05%"
"06/30/2016","89,212","88,886","89,393","88,626","","0.37%"
"06/29/2016","88,883","88,876","89,690","88,759","","0.05%"
"06/28/2016","88,836","89,951","90,108","88,708","","-1.22%"
"06/27/2016","89,932","89,340","90,675","89,340","","0.72%"
"06/24/2016","89,288","84,477","92,587","84,163","","5.74%"
"06/23/2016","84,440","85,403","85,657","84,473","","-1.09%"
"06/22/2016","85,372","85,798","86,007","85,122","","-0.43%"
"06/21/2016","85,738","87,053","87,355","85,500","","-1.58%"
"06/20/2016","87,111","86,242","87,267","85,950","","0.06%"
"06/17/2016","87,063","86,109","87,172","85,935","","1.17%"
"06/16/2016","86,055","86,632","88,703","86,078","","-0.62%"
"06/15/2016","86,593","86,526","86,946","85,822","","0.12%"
"06/14/2016","86,489","86,273","86,793","85,795","","0.30%"
"06/13/2016","86,231","85,301","86,409","85,228","","1.13%"
"06/10/2016","85,271","84,758","85,522","84,484","","0.70%"
"06/09/2016","84,680","83,921","84,838","83,852","","0.94%"
"06/08/2016","83,894","82,912","84,107","82,911","","1.24%"
"06/07/2016","82,870","83,194","83,323","82,440","","-0.31%"
"06/06/2016","83,132","83,267","83,669","82,901","","-0.25%"
"06/03/2016","83,341","81,479","83,408","81,184","","2.36%"
"06/02/2016","81,419","81,882","82,025","81,331","","-0.40%"
"06/01/2016","81,744","81,673","82,349","81,359","","0.15%"
"05/31/2016","81,626","80,978","81,973","80,961","","0.84%"
"05/30/2016","80,942","81,335","81,384","80,470","","-0.37%"
"05/27/2016","81,243","81,679","82,077","80,922","","-0.46%"
"05/26/2016","81,622","82,388","83,082","81,567","","-0.84%"
"05/25/2016","82,315","82,981","83,245","81,982","","-0.75%"
"05/24/2016","82,936","84,235","84,435","82,942","","-1.44%"
"05/23/2016","84,147","84,331","84,685","83,987","","-0.27%"
"05/20/2016","84,377","84,598","85,026","84,209","","-0.22%"
"05/19/2016","84,559","84,486","84,860","84,081","","0.14%"
"05/18/2016","84,443","85,525","85,654","84,253","","-1.22%"
